中文名,外文名,机构属性,行动领域,细分行动领域,设立年份,所在地,官网,微信公众号,LinkedIn,机构介绍,参考资料
公益财团法人冲绳县产业振兴公社（日本）北京代表处,Okinawa Industrial Promotion Public Corporation Beijing Representative Office,境外非政府组织,金融治理,产业振兴-经贸合作,2018,北京,https://okinawa-ric.jp/,治愈之岛冲绳指南BeOkinawa,,,
朝鲜国际贸易促进委员会长春代表处,The Committee for the Promotion of International Trade of the DPRK (CPIT) Changchun Representative Office,境外非政府组织,金融治理,贸易促进-经贸合作,2018,吉林长春,http://www.kftrade.com.kp/,,,,
澳中经济科技文化促进会湖南代表处,Australia-China Economic Culture and Technology Development Cooperation (ACECT) Hunan Representative Office,境外非政府组织,金融治理,经贸合作-科技交流,2018,湖南长沙,http://www.acect1997.com.au/,澳中之窗传媒,,,
社团法人韩中友好交流协议会（韩国）湖南代表处,Korea-China Friendship Exchange Council Hunan Representative Office,境外非政府组织,文体交流,民间外交-文化交流,2018,湖南长沙,,,,,
澳门葡语系国家地区酒类及食品联合商会湖南代表处,Macao Federal Commercial Association of Wine and Food Industries in Portuguese Speaking Countries and Regions Hunan Representative Office,境外非政府组织,农业食品,食品贸易-经贸合作,2018,湖南长沙,https://www.bo.dsaj.gov.mo/cn/entities/priv/rec/4083,,,,
美国亚洲医疗服务交流中心沈阳代表处,"Asian Health Service Exchange (SHIC,Inc.) Shenyang Representative Office",境外非政府组织,卫生健康,医疗交流-健康服务,2018,辽宁沈阳,https://shicasianhealth.org/,,,,
美国空调供暖和制冷工业协会安徽代表处,"Air-Conditioning, Heating, and Refrigeration Institute (AHRI) Anhui Representative Office",境外非政府组织,产业制造,暖通空调-行业标准,2018,安徽合肥,https://www.ahrinet.org/,,,,
互满爱人与人国际运动联合会（瑞士）重庆代表处,Humana People to People International Chongqing Representative Office,境外非政府组织,公益服务,社区发展-公益慈善,2018,重庆,https://hppchina.org.cn/,互满爱人与人,,,
财团法人台中市私立李照雄慈善基金会（中国台湾）重庆代表处,,境外非政府组织,公益服务,慈善公益-教育支持,2018,重庆,,,,,
德国学术交流中心广州代表处,Deutscher Akademischer Austauschdienst (DAAD) Guangzhou Office,境外非政府组织,教育培养,教育交流-奖学金,2018,广东广州,https://www.daad.org.cn/zh/,DAAD留学德国,,,
薪火文化公益基金有限公司（香港）广东代表处,Traditional Chinese Culture Flame Fund Limited Guangdong Representative Office,境外非政府组织,公益服务,文化公益-教育支持,2018,广东深圳,,小玫瑰计划,,,
韩国釜山商工会议所上海代表处,Busan Chamber of Commerce and Industry (BCCI) Shanghai Representative Office,境外非政府组织,金融治理,经贸合作-商会服务,2018,上海,https://www.bcci.or.kr/kr/,釜山旅游,,,
美国中美义务合作服务社河南代表处,,境外非政府组织,公益服务,志愿服务-社区发展,2018,河南郑州,,,,,
国际爱护动物基金会（美国）北京代表处,International Fund for Animal Welfare (IFAW) Beijing Representative Office,境外非政府组织,气候能源,动物保护-生态保育,2018,北京,https://www.ifaw.org/,国际爱护动物基金会IFAW,,,
国际毛皮协会（英国）北京代表处,International Fur Federation (IFF) Beijing Representative Office,境外非政府组织,政策治理,行业标准-贸易促进,2018,北京,https://www.internationalfurfederation.com/,国际毛皮协会IFF,,,
台湾中华海峡两岸一家亲交流促进会厦门办事处,,境外非政府组织,政策治理,民间交流-两岸合作,2018,福建厦门,,两岸e家亲,,,
国际铜业协会（美国）北京代表处,International Copper Association (ICA) Beijing Office,境外非政府组织,产业制造,金属产业-技术标准,2018,北京,https://internationalcopper.org/,国际铜业协会,,,
农村发展研究所（美国）北京办事处,Landesa Beijing Representative Office,境外非政府组织,农业食品,农村发展-土地政策,2018,北京,https://www.landesa.org/,,,,
国际清洁交通委员会（美国）北京代表处,International Council on Clean Transportation (ICCT) Beijing Office,境外非政府组织,气候能源,气候变化-排放治理,2018,北京,https://www.theicct.org.cn/,国际清洁交通委员会,,,
江原特别自治道经济振兴院（韩国）北京代表处,Gangwon-do Economic Promotion Agency Beijing Representative Office,境外非政府组织,金融治理,经贸合作-产业振兴,2018,北京,,韩国江原道经济振兴院北京代表处,,,
美国石油协会北京代表处,American Petroleum Institute (API) Beijing Representative Office,境外非政府组织,气候能源,能源-标准制定,2018,北京,https://www.api.org/,API北京代表处,,,
全球赠与基金会（美国）上海代表处,GlobalGiving Foundation (USA) Shanghai Representative Office,境外非政府组织,公益服务,公益慈善-社会创新,2018,上海,https://www.globalgiving.org/,,,,
台湾中华飞扬关怀协会兰州办事处,Chinese Sunny Young Lanzhou Office,境外非政府组织,教育培养,教育公益-社区服务,2018,甘肃兰州,https://www.sunnyyoung970.com/,,,,
美中经济贸易促进会（美国）广州代表处,U.S.-China Association for Promotion of Economy and Trade (UCETPA) Guangzhou Representative Office,境外非政府组织,金融治理,经贸合作-商贸促进,2018,广东广州,,美中贸促会 广东代表处,,,
米尔斯坦亚美医学基金会（美国）北京代表处,Milstein Medical Asian American Partnership Foundation (MMAAPF) Beijing Representative Office,境外非政府组织,卫生健康,医学合作-健康公益,2018,北京,https://mmaapf.org/cn/,,,,
植保中国协会（香港）北京办事处,CropLife China,境外非政府组织,农业食品,农业科技-植保推广,2018,北京,http://www.croplifechina.org/,植保中国协会北京办事处,,,
一般财团法人日本国际协力中心北京代表处,Japan International Cooperation Agency (JICA) China Office,境外非政府组织,教育培养,国际协力-人才培训,2018,北京,https://www.jica.go.jp/english/,,,,
交通与发展政策研究所（美国）北京代表处,Institute for Transportation and Development Policy (ITDP) Beijing Office,境外非政府组织,城市基建,城市与建筑-城市交通,2018,北京,https://itdp.org/,交通与发展政策研究所ITDP,,,
韩国电子通信研究院北京代表处,Electronics and Telecommunications Research Institute (ETRI) Beijing Research and Development Center,境外非政府组织,数字信息,信息通信-科技研发,2018,北京,https://www.etri.re.kr/eng,,,,
韩国农村经济研究院北京代表处,Korea Rural Economic Institute (KREI) Beijing Representative Office,境外非政府组织,农业食品,农业经济-农村政策,2018,北京,https://www.krei.re.kr/,,,,
利玛窦社会服务基金会（澳门）四川办事处,Casa Ricci Social Services Foundation Sichuan Office,境外非政府组织,公益服务,社会服务-社区发展,2018,四川凉山,https://casaricci.org/,,,,
中华两岸交流协会（中国台湾）江苏代表处,Chinese Cross Strait Interchange Association Jiangsu Representative Office,境外非政府组织,文体交流,两岸交流-文化合作,2018,江苏南京,,中华两岸交流协会江苏代表处,,,
澳门工会联合总会广东办事处,Macao Federation of Trade Unions (MFTU/FAOM) Guangdong Office,境外非政府组织,公益服务,社会福利-劳工服务,2018,广东珠海,http://faom.org.mo/portal/,澳门工会联合总会广东办事处,,,
中国爱加倍基金会（美国）四川代表处,Chinese Agape Foundation Sichuan Representative Office,境外非政府组织,公益服务,儿童关怀-教育公益,2018,四川自贡,https://www.agapeasia.org/,,,,
卫健策略（美国）济南代表处,Vital Strategies (USA) Jinan Representative Office,境外非政府组织,卫生健康,公共卫生-健康政策,2018,山东济南,https://www.vitalstrategies.org/,,,,
美国贸易发展委员会天津代表处,America Trade Development Council (ATDC) Tianjin Representative Office,境外非政府组织,金融治理,贸易促进-投资合作,2018,天津,https://atdcusa.org/,,,,
亚欧非贸易投资联合促进会天津代表处,Asia-Europe-Africa Trade and Investment Association (AEA) Tianjin Representative Office,境外非政府组织,金融治理,国际贸易-投资合作,2018,天津,https://www.yaoufeiguoji.com/,,,,
带给我希望基金会（美国）重庆代表处,Bring Me Hope Foundation Chongqing Representative Office,境外非政府组织,公益服务,儿童关怀-志愿服务,2018,重庆,https://bringmehope.org/,,,,
澳门街坊会联合总会广东办事处,União Geral das Associações dos Moradores de Macau (UGAMM) Guangdong Office,境外非政府组织,公益服务,社区服务-社会福利,2018,广东珠海,https://ugamm.org.mo/portal/,澳门街坊会联合总会广东办事处/澳門街坊會聯合總會,,,
美国中国企业家协会吉林办事处,USA China Entrepreneurs Association (UCEA) Jilin Representative Office,境外非政府组织,金融治理,企业家网络-投资合作,2018,吉林长春,http://eng.ucea.org.cn/,美国中国企业家协会,,,
科技教育协会（美国）湖南代表处,"Education and Science Society, Inc. (ESS) Hunan Representative Office",境外非政府组织,教育培养,教育培训-科技普及,2018,湖南长沙,http://www.esscare.org/en/,,,,
台湾中华两岸贸易协会厦门代表处,,境外非政府组织,金融治理,贸易促进-两岸经贸,2018,福建厦门,,,,,
中国星火基金会（香港）浙江代表处,Zhejiang Representative Office of the China Star Light Charity Fund Association,境外非政府组织,教育培养,教育公益-乡村发展,2018,浙江丽水,https://www.chinastarlight.org.hk/,,,,
州立法领袖基金会（美国）北京代表处,State Legislative Leaders Foundation (SLLF) Beijing Office,境外非政府组织,政策治理,公共政策-立法交流,2018,北京,https://www.sllf.org/,,,,
香港青年协会广东省办事处,Hong Kong Federation of Youth Groups (HKFYG) Guangdong Office,境外非政府组织,教育培养,青年发展-教育交流,2018,广东深圳,https://hkfyg.org.hk/en,香港青年协会,,,
全球华人联合总商会（香港）广州代表处,Global Chinese General Chamber of Commerce (GCGCOC) Guangzhou Representative Office,境外非政府组织,金融治理,商会网络-经贸合作,2018,广东广州,,全球华人联合总商会广州代表处,,,
云彩行动有限公司（中国香港）广西代表处,Silver Lining Foundation Guangxi Representative Office,境外非政府组织,教育培养,教育公益-社区发展,2018,广西南宁,https://www.slining.org/,广西云彩中心,,,
韩国中小企业融合中央会广西联络部,Korea Federation of SMEs Integration (KBIZ) Guangxi Liaison Office,境外非政府组织,金融治理,中小企业合作-经贸促进,2018,广西南宁,https://www.kbiz.or.kr/,,,,
泰中人才交流协会（泰国）湖南代表处,Thai-Chinese Human Resources Exchange Association Hunan Representative Office,境外非政府组织,教育培养,人才交流-教育合作,2018,湖南长沙,,,,,
北欧可持续发展协会（瑞典）湖南代表处,Nordic Sustainable Development Association (NSDA) Hunan Representative Office,境外非政府组织,气候能源,可持续发展-环境治理,2018,湖南长沙,,,,,
德国BSK国际教育机构厦门代表处,BSK International Xiamen Representative Office,境外非政府组织,教育培养,教育合作-留学服务,2018,福建厦门,https://www.bsk-global.com/,,,,
儿童医健基金会有限公司（中国香港）四川代表处,Children's Medical Foundation (CMF) Sichuan Representative Office,境外非政府组织,卫生健康,儿童健康-医疗援助,2018,四川乐山,https://cmf.org.hk/cn,儿童医健基金会,,,
泰中东盟经贸促进会（泰国）四川代表处,Thai-China ASEAN Development Association (TCDA) Sichuan Representative Office,境外非政府组织,金融治理,经贸合作-商贸促进,2018,四川成都,,,,,
欧盟中国委员会（比利时）重庆代表处,EU-China Commission (EUCNC) Chongqing Representative Office,境外非政府组织,金融治理,经贸合作-政策交流,2018,重庆,https://eucnc.org/,,,,
世界温泉与气候养生联合会（意大利）重庆代表处,World Federation of Hydrotherapy and Climatotherapy (FEMTEC) Chongqing Representative Office,境外非政府组织,文体交流,健康旅游-温泉产业,2018,重庆,https://www.femteconline.org/,Femtec 世温联代表处,,,
加拿大木业协会上海代表处,Canada Wood Group Shanghai Representative Office,境外非政府组织,农业食品,林业贸易-建筑材料,2018,上海,https://canadawood.cn/,加拿大木业,,,
德国学术交流中心上海代表处,Deutscher Akademischer Austauschdienst (DAAD) Shanghai Representative Office,境外非政府组织,教育培养,教育交流-奖学金,2018,上海,https://www.daad.org.cn/zh/,DAAD留德校友平台,,,
中国-非洲总商会（马达加斯加）丹东代表处,China-Africa General Association (Madagascar) (AGCA) Dandong Representative Office,境外非政府组织,金融治理,经贸合作-商会网络,2018,辽宁丹东,http://cagatime.com/,,,,
澳大利亚重庆商会重庆代表处,Australian-China Chamber of Commerce (ACCC) Chongqing Chapter,境外非政府组织,金融治理,商会服务-投资促进,2018,重庆,https://austcham.org/,,,,
培苗行动有限公司（香港）广州代表处,China Care Fund Guangzhou Representative Office,境外非政府组织,教育培养,教育公益-儿童发展,2018,广东广州,https://chinacarefund.cn/,培苗行动,,,
无国界社工有限公司湖北代表处,Social Workers Across Borders (SWAB) Hubei Representative Office,境外非政府组织,公益服务,社会工作-社区服务,2018,湖北武汉,https://www.swab.org.hk/,無國界社工,,,
克罗地亚国家旅游局上海代表处,Croatian National Tourist Board Shanghai Representative Office,境外非政府组织,文体交流,旅游推广-文化交流,2018,上海,https://croatia.hr/en-gb,克罗地亚国家旅游局,,,
中华通惠总局（秘鲁）广东办事处,Sociedad Central de Beneficencia China (SCBC) Guangdong Office,境外非政府组织,公益服务,侨务交流-社会公益,2018,广东广州,https://www.scbcperu.com/,,,,
台湾台中市海峡两岸交流协会厦门市代表处,,境外非政府组织,文体交流,两岸交流-文化合作,2018,福建厦门,,,,,
美国心脏协会北京代表处,American Heart Association (AHA) Beijing Representative Office,境外非政府组织,卫生健康,心血管健康-医学研究,2019,北京,https://www.heart.org/,AHA美国心脏协会,,,
世界动物保护协会（英国）北京代表处,World Animal Protection China,境外非政府组织,气候能源,动物保护-野生动物福利,2019,北京,https://www.worldanimalprotection.org.cn/,世界动物保护协会北京代表处,,,
国际衍射数据中心（美国）北京代表处,International Centre for Diffraction Data (ICDD) Beijing Representative Office,境外非政府组织,产业制造,材料科学-科研数据,2019,北京,http://www.icddchina.com/,国际衍射数据中心ICDD,,,
嘉道理农场暨植物园（香港）北京代表处,Kadoorie Farm and Botanic Garden (KFBG) Beijing Representative Office,境外非政府组织,气候能源,环境与生态-农业可持续,2019,北京,https://www.kfbg.org/,嘉道理中国保育,,,
台湾财团法人幼儿教育基金会福建代表处,,境外非政府组织,教育培养,学前教育-儿童发展,2019,福建福州,,,,,
台湾高雄市电脑商业同业公会漳州代表处,Kaohsiung Computer Association (KCA) Zhangzhou Representative Office,境外非政府组织,数字信息,信息产业-经贸交流,2019,福建漳州,http://kca.org.tw/,,,,
新加坡亚洲工业气体协会上海代表处,Asia Industrial Gases Association (AIGA) Shanghai Representative Office,境外非政府组织,产业制造,工业气体-安全标准,2019,上海,https://www.asiaiga.org/,AIGA亚洲工业气体协会,,,
禅武国际联盟总会（匈牙利）广东办事处,Magyar Chan Wu Szövetség Guangdong Office,境外非政府组织,文体交流,武术文化-体育交流,2019,广东广州,https://www.chanwu.co.hu/,广东禅武文化中心,,,
韩中文化协会重庆代表处,Korean-Chinese Cultural Center (KCCC) Chongqing Representative Office,境外非政府组织,文体交流,文化交流-民间外交,2019,重庆,https://www.hzwhxh.cn/,,,,
俄中文化教育科技发展基金会（俄罗斯）湖南代表处,"Russian-Chinese Culture, Education, Science and Technology Development Foundation Hunan Representative Office",境外非政府组织,教育培养,教育科技-文化合作,2019,湖南长沙,,,,,
中国-非洲总商会（马达加斯加）浙江代表处,China-Africa General Association (Madagascar) (AGCA) Zhejiang Representative Office,境外非政府组织,金融治理,经贸合作-企业网络,2019,浙江杭州,http://cagatime.com/,中国-非洲总商会浙江代表处,,,
马达加斯加中国-非洲总商会广州代表处,China-Africa General Association (Madagascar) (AGCA) Guangzhou Representative Office,境外非政府组织,金融治理,经贸合作-商会服务,2019,广东广州,http://cagatime.com/,,,,
国际关心中国慈善协会有限公司（中国香港）湖南代表处,International China Concern (ICC) Hunan Representative Office,境外非政府组织,公益服务,公益慈善-教育医疗,2019,湖南长沙,https://icc-hk.com/,ICC湖南代表处,,,
澳门江苏商会江苏代表处,Macao Jiangsu Chamber of Commerce Jiangsu Representative Office,境外非政府组织,金融治理,商会服务-经贸合作,2019,江苏南京,,,,,
中国-非洲总商会（马达加斯加）齐齐哈尔代表处,China-Africa General Association (Madagascar) (AGCA) Qiqihar Representative Office,境外非政府组织,金融治理,经贸合作-投资促进,2019,黑龙江齐齐哈尔,http://cagatime.com/,,,,
摩纳哥阿尔贝二世亲王基金会北京代表处,Beijing office of the Prince Albert II of Monaco Foundation (FPA2),境外非政府组织,气候能源,环境与生态-气候行动,2019,北京,https://www.fpa2.org/,,,,
儿童投资基金会（英国）北京代表处,Children’s Investment Fund Foundation (CIFF) Beijing Office,境外非政府组织,卫生健康,儿童发展-健康教育,2019,北京,https://ciff.org/,,,,
特殊奥林匹克组织（美国）北京代表处,Special Olympics East Asia,境外非政府组织,文体交流,残障体育-社会融合,2019,北京,https://www.specialolympics.org/zh/,特殊奥林匹克组织,,,
绿化网络（日本）内蒙古办事处,Green Net Inner Mongolia Office,境外非政府组织,气候能源,环境与生态-荒漠化治理,2019,内蒙古通辽,,,,,
活泼中国儿童癌症基金会（香港）上海代表处,VIVA China Children's Cancer Foundation Limited Shanghai Representative Office,境外非政府组织,卫生健康,儿童健康-癌症救助,2019,上海,https://www.vivachinaccf.com/,,,,
中国-非洲总商会（马达加斯加）昆明代表处,China-Africa General Association (Madagascar) (AGCA) Kunming Representative Office,境外非政府组织,金融治理,经贸合作-企业对接,2019,云南昆明,http://cagatime.com/,,,,
朝鲜民主主义人民共和国国际贸易促进委员会大连代表处,The Committee for the Promotion of International Trade of the DPRK (CPIT) Dalian Representative Office,境外非政府组织,金融治理,贸易促进-经贸合作,2019,辽宁大连,http://www.kftrade.com.kp/,,,,
世界发型设计家协会山东代表处,Intercoiffure Mondial (ICD) Shandong Representative Office,境外非政府组织,教育培养,美容美发-职业培训,2019,山东青岛,https://www.intercoiffure-mondial.org/,世界发型设计家协会山东代表处,,,
美国中国企业家协会青岛办事处,USA China Entrepreneurs Association (UCEA) Qingdao Representative Office,境外非政府组织,金融治理,企业家网络-投资合作,2019,山东青岛,http://eng.ucea.org.cn/,美国中国企业家协会,,,
逸杰国际慈善基金会有限公司（中国香港）封开代表处,Beam International Foundation Fengkai Representative Office,境外非政府组织,公益服务,公益慈善-教育支持,2019,广东肇庆,https://www.beaminternational.org/,,,,
国际锌协会（美国）上海代表处,International Zinc Association (IZA) Shanghai Representative Office,境外非政府组织,产业制造,金属产业-技术推广,2019,上海,https://www.zinc.org/,,,,
轩辕教育基金会（中国香港）广东代表处,Xuan Yuan Education Fund Association Guangdong Representative Office,境外非政府组织,教育培养,教育公益-奖助学金,2019,广东深圳,https://www.xuanyuan.hk/xye,,,,
马中友好协会（马来西亚）湖南代表处,Malaysia-China Friendship Association Hunan Representative Office,境外非政府组织,金融治理,文化交流-经贸合作,2019,湖南长沙,,,,,
国际老式车辆联合会（法国）广州代表处,Fédération Internationale des Véhicules Anciens (FIVA) Guangzhou Representative Office,境外非政府组织,文体交流,汽车文化-历史车辆,2019,广东广州,https://www.fiva.org/,FIVA老车嘉年华,,,
美国抗衰老医学会海南代表处,American Academy of Anti-Aging Medicine (A4M) Hainan Representative Office,境外非政府组织,卫生健康,医学研究-健康管理,2019,海南海口,https://www.a4m.com/,,,,
贾诺·麦基斯得（意大利）湖南代表处,Giano Melchisedek Hunan Representative Office,境外非政府组织,公益服务,公益慈善-文化教育,2019,湖南长沙,,,,,
奥地利中国和平统一促进会湖南代表处,Austria-China Peaceful Reunification Promotion Association Hunan Representative Office,境外非政府组织,文体交流,民间交流-文化合作,2019,湖南长沙,,,,,
德国物流联盟上海代表处,Logistics Alliance Germany Shanghai Office,境外非政府组织,城市基建,物流合作-供应链管理,2019,上海,https://info.logistics-alliance-germany.de/,德国物流联盟上海代表处,,,
铺路石中国有限公司（中国香港）上海代表处,Stepping Stones China Limited Shanghai Representative Office,境外非政府组织,教育培养,教育公益-英语教育,2019,上海,https://www.steppingstones.cn/,铺路石青少年发展中心,,,
中华文教促进会有限公司（中国香港）广东代表处,Chinese Culture Promotion Society Ltd. (CCPS) Guangdong Representative Office,境外非政府组织,文体交流,文化教育-公益服务,2019,广东广州,,CCPS,,,
公益社团法人琵琶湖观光促进会（日本）湖南代表处,Biwako Visitors Bureau Public Interest Incorporated Association Hunan Representative Office,境外非政府组织,文体交流,旅游推广-地方合作,2019,湖南长沙,https://www.biwako-visitors.jp/,美之滋贺,,,
文化交流服务中心有限公司（中国香港）清远办事处,Center For Cross Cultural Service Limited (CCCS) Qingyuan Office,境外非政府组织,文体交流,文化交流-教育公益,2019,广东清远,https://cccs.org.hk/,文化交流服务中心清远办事处,,,
国家地理学会（美国）北京代表处,National Geographic Society Beijing Representative Office,境外非政府组织,气候能源,科学传播-环境保护,2019,北京,https://www.nationalgeographic.org/,国家地理中文网,,,
台湾贸易中心北京代表处,Taiwan Trade Center (TTC) Beijing Representative Office,境外非政府组织,金融治理,贸易促进-企业服务,2019,北京,,台湾贸易中心北京代表处,,,
美国仁社慈善基金会陕西代表处,,境外非政府组织,公益服务,公益慈善-教育支持,2019,陕西西安,,,,,
汉斯·赛德尔基金会（德国）浙江代表处,Hanns Seidel Foundation (HSS) Zhejiang Office,境外非政府组织,政策治理,政策研究-发展合作,2019,浙江杭州,https://china.hss.de/,德国汉斯赛德尔基金会,,,
国际奥比斯（美国）上海代表处,Orbis International Shanghai Representative Office,境外非政府组织,卫生健康,眼健康-医疗援助,2019,上海,https://orbis.org.cn/zh-hans,国际奥比斯,,,
世界黄金协会（瑞士）北京代表处,World Gold Council Beijing Office,境外非政府组织,产业制造,贵金属行业-市场研究,2019,北京,https://china.gold.org/,世界黄金协会,,,
悉尼江门五邑青年联合会（澳大利亚）广东省办事处,Sydney Wuyi Youth Association Guangdong Office,境外非政府组织,文体交流,侨务交流-青年合作,2019,广东江门,https://jmwyba.org.au/zh-hans/youth-association/,澳大利亚悉尼江门五邑青年联合会,,,
英国华人医疗信息协会重庆代表处,British Chinese Society of Health Informatics (BCSHI) Chongqing Representative Office,境外非政府组织,卫生健康,医疗信息-健康服务,2019,重庆,https://www.bcshi.org/,英国华人医疗信息协会,,,
国际丝绸联盟（香港）浙江办事处,International Silk Union (ISU) Zhejiang Office,境外非政府组织,金融治理,丝绸产业-经贸合作,2019,浙江杭州,https://www.intsilk.com/,国际丝绸联盟,,,
世界研学旅游组织（加拿大）四川代表处,World Research Travel Organization (WRTO) Sichuan Representative Office,境外非政府组织,教育培养,教育旅游-研学合作,2019,四川乐山,https://wrto.world/,世界研学旅游组织,,,
国际展览与项目协会（美国）上海代表处,International Association of Exhibitions and Events (IAEE) Shanghai Representative Office,境外非政府组织,金融治理,会展产业-项目管理,2019,上海,https://www.iaee.com/china/,IAEE,,,
巴西圣保罗州投资促进局上海代表处,InvestSP Shanghai Representative Office,境外非政府组织,金融治理,投资促进-经贸合作,2019,上海,https://investsp.org.br/,INVESTSP,,,
国际商标协会（美国）北京代表处,International Trademark Association (INTA) Beijing Office,境外非政府组织,法律仲裁,知识产权-商标保护,2019,北京,https://www.inta.org/,INTA国际商标协会,,,
世博研究发展联盟（意大利）上海代表处,World Expo Research and Development Alliance (WEGYA) Shanghai Representative Office,境外非政府组织,城市基建,展览研究-城市发展,2019,上海,http://www.expo.cd/,世博国际联盟,,,
澳中商贸发展促进会广西办事处,Australia China Trade & Industry Promotion Council Guangxi Office,境外非政府组织,金融治理,经贸合作-投资促进,2019,广西南宁,,,,,
国际卓越运营协会（新加坡）江苏代表处,International Association of Business Excellence (IABE) Jiangsu Representative Office,境外非政府组织,产业制造,管理提升-精益运营,2019,江苏苏州,http://www.iabec.org/,国际卓越运营联盟,,,
美国传仁基金会江苏代表处,Go and Love Foundation Jiangsu Representative Office,境外非政府组织,教育培养,教育公益-儿童发展,2019,江苏徐州,https://golovefoundation.org/,,,,
欧洲汽车工业协会（比利时）北京代表处,European Automobile Manufacturers' Association (ACEA) Beijing Representative Office,境外非政府组织,产业制造,汽车产业-行业政策,2019,北京,https://www.acea.auto/,,,,
香港公共行政学院重庆代表处,Hong Kong Institute for Public Administration Chongqing Representative Office,境外非政府组织,政策治理,公共管理-能力建设,2019,重庆,https://www.hkipadmin.org.hk/,香港公共行政课程,,,
格拉纳达工商航海协会（西班牙）湖南代表处,"Chamber of Commerce, Industry and Navigation of Granada Hunan Representative Office",境外非政府组织,金融治理,商会服务-经贸合作,2019,湖南长沙,https://www.camaragranada.org/,,,,
澳门同济慈善会北京办事处,Macao Tong Chai Charity Association Beijing Office,境外非政府组织,公益服务,公益慈善-社会服务,2019,北京,https://tongchai.org.cn/,澳门同济慈善会北京办事处,,,
世界水泥协会（英国）北京代表处,World Cement Association (WCA) Beijing Office,境外非政府组织,产业制造,建材产业-行业合作,2019,北京,https://www.worldcementassociation.org/,世界水泥,,,
何梁何利基金（香港）北京代表处,Ho Leung Ho Lee Foundation (HLHL) Beijing Representative Office,境外非政府组织,学术研究,科技奖励-科研支持,2019,北京,https://www.hlhl.org.cn/,,,,
香港银行学会北京代表处,The Hong Kong Institute of Bankers (HKIB) Beijing Representative Office,境外非政府组织,教育培养,经济与金融-职业认证,2019,北京,https://www.hkib.org/,香港银行学会HKIB,,,
美国西南研究院北京代表处,Southwest Research Institute (SwRI) Beijing Technical Liaison Office,境外非政府组织,产业制造,科研合作-技术研发,2019,北京,https://www.swri.org/,,,,
慈福行动有限公司（中国香港）重庆代表处,Operation Blessing (OB) Chongqing Representative Office,境外非政府组织,公益服务,公益慈善-社会服务,2019,重庆,https://obhk.org/zh/,慈福行動 Operation Blessing,,,
海德拉巴工商业联合会（巴基斯坦）重庆代表处,Hyderabad Chamber of Industry and Commerce (Pakistan) Chongqing Representative Office,境外非政府组织,金融治理,经贸合作-商会服务,2019,重庆,,海德拉巴工商联重庆代表处,,,
国际航空电讯协会（比利时）上海代表处,Société Internationale de Télécommunications Aéronautiques (SITA) Shanghai Representative Office,境外非政府组织,数字信息,航空通信-行业服务,2019,上海,https://www.sita.aero/,,,,
法国女装成衣协会上海代表处,"French Federation of Ready-to-Wear for Women (Fédération Française du Prêt à Porter Féminin, FFPPF) Shanghai Representative Office",境外非政府组织,文体交流,时尚产业-品牌推广,2019,上海,https://pretaporter.com/,法国女装成衣协会,,,
法国男装国际促进会上海代表处,Promas French Menswear Fédération Shanghai Representative Office,境外非政府组织,文体交流,时尚产业-品牌推广,2019,上海,https://www.promaslist.com/,,,,
国际野生物贸易研究组织（英国）北京代表处,TRAFFIC Beijing Representative Office,境外非政府组织,气候能源,环境与生态-贸易监管,2019,北京,https://www.trafficchina.org/,TRAFFIC国际野生物贸易研究组织,,,
国际跆拳道联盟大韩民国协会浙江代表处,"Zhejiang Representative Office of the Korea Taekwon-Do Association (International Taekwon-Do Federation, ITF TKD)",境外非政府组织,文体交流,体育组织-赛事活动,2019,浙江宁波,http://web.chinaitf.net/,国际跆拳道联盟浙江代表处,,,
吉尔吉斯工业家和企业家联盟重庆代表处,Kyrgyz Union of Industrialists and Entrepreneurs (KUIE) Chongqing Representative Office,境外非政府组织,金融治理,经贸合作-企业网络,2019,重庆,,,,,
国际航空电讯协会（比利时）广州代表处,Société Internationale de Télécommunications Aéronautiques (SITA) Guangzhou Representative Office,境外非政府组织,数字信息,航空通信-行业服务,2020,广东广州,https://www.sita.aero/,,,,
中国-非洲总商会（马达加斯加）上海代表处,China-Africa General Association (Madagascar) (AGCA) Shanghai Representative Office,境外非政府组织,金融治理,经贸合作-商会网络,2020,上海,http://cagatime.com/,,,,
社团法人K-Beauty产业协会（韩国）湖南代表处,K-Beauty Industry Association Hunan Representative Office,境外非政府组织,文体交流,美妆产业-行业合作,2020,湖南长沙,https://www.k-beauty.or.kr/,韩国K-Beauty产业协会湖南代表处,,,
美国国际商会山东代表处,American International Chamber of Commerce (AICC) Shandong Office,境外非政府组织,金融治理,商会服务-投资促进,2020,山东烟台,https://aicc.org.cn/,美国国际商会AICC,,,
加州葡萄酒协会（美国）上海代表处,California Wine Institute (CWI) Shanghai Representative Office,境外非政府组织,农业食品,酒类贸易-产业推广,2020,上海,https://discovercaliforniawines.com/,CWI加州葡萄酒,,,
香港国际青年创客联盟有限公司广东办事处,International Youth Maker Alliance of Hong Kong Limited Guangdong Office,境外非政府组织,教育培养,青年创新创业-交流合作,2020,广东广州,,香港国际青年创客联盟,,,
英国皇家航空学会上海代表处,Royal Aeronautical Society (RAS) China Representative Office,境外非政府组织,科技创新,航空航天-学术交流,2020,上海,https://www.aerosociety.com.cn/,英国皇家航空学会,,,
